CASP,23,
Depth,Psi,Conductivity
1,5,12
2,10,12
3,15,12
4,20,12
5,25,12
6,30,12
7,35,12
8,40,12
9,45,12
10,50,12
11,55,12
12,60,12
13,65,12
14,70,12
15,75,12
16,80,12
17,85,12
18,90,12
19,95,12
20,100,12
21,105,12
22,110,12
23,115,12
24,120,12
25,125,12
26,130,12
27,135,12
28,140,12
29,145,12
30,150,12
31,155,12
32,160,12
33,165,12
34,170,12
35,175,12
36,180,12
37,185,12
38,190,12
39,195,12
40,200,12
41,205,12
42,210,12
43,215,12
44,220,12
45,225,12
46,230,12
47,235,12
48,240,12
49,245,12
50,250,12
51,255,12
52,260,12
53,265,12
54,270,12
55,275,12
56,280,12
57,285,12
58,290,12
59,295,12
60,300,12
61,305,12
62,310,12
63,315,12
64,320,12
65,325,12
66,330,12
67,335,12
68,340,12
69,345,12
70,350,12
71,355,12
72,360,12
73,365,12
74,370,12
75,375,12
76,380,12
77,385,12
78,390,12
79,395,12
80,400,12
81,405,12
82,410,12
83,415,12
84,420,12
85,425,12
86,430,12
87,435,12
88,440,12
89,445,12
90,450,12
91,455,12
92,460,12
93,465,12
94,470,12
95,475,12
96,480,12
97,485,12
98,490,12
99,495,12
100,500,12
101,505,12
102,510,12
103,515,12
104,520,12
105,525,12
106,530,12
107,535,12
108,540,12
109,545,12
110,550,12
111,555,12
112,560,12
113,565,12
114,570,12
115,575,12
116,580,12
117,585,12
118,590,12
119,595,12
120,600,12
121,605,12
122,610,12
123,615,12
124,620,12
125,625,12
126,630,12
127,635,12
128,640,12
129,645,12
130,650,12
131,655,12
132,660,12
133,665,12
134,670,12
135,675,12
136,680,12
137,685,12
138,690,12
139,695,12
140,700,12
141,705,12
142,710,12
143,715,12
144,720,12
145,725,12
146,730,12
147,735,12
148,740,12
149,745,12
150,750,12
151,755,12
152,760,12
153,765,12
154,770,12
155,775,12
156,780,12
157,785,12
158,790,12
159,795,12
160,800,12
161,805,12
162,810,12
163,815,12
164,820,12
165,825,12
166,830,12
167,835,12
168,840,12
169,845,12
170,850,12
171,855,12
172,860,12
173,865,12
174,870,12
175,875,12
176,880,12
177,885,12
178,890,12
179,895,12
180,900,12
181,905,12
182,910,12
183,915,12
184,920,12
185,925,12
186,930,12
187,935,12
188,940,12
189,945,12
190,950,12
191,955,12
192,960,12
193,965,12
194,970,12
195,975,12
196,980,12
197,985,12
198,990,12
199,995,12
200,1000,12
201,1005,12
202,1010,12
203,1015,12
204,1020,12
205,1025,12
206,1030,12
207,1035,12
208,1040,12
209,1045,12
210,1050,12
211,1055,12
212,1060,12
213,1065,12
214,1070,12
215,1075,12
216,1080,12
217,1085,12
218,1090,12
219,1095,12
220,1100,12
221,1105,12
222,1110,12
223,1115,12
224,1120,12
225,1125,12
226,1130,12
227,1135,12
228,1140,12
229,1145,12
230,1150,12
231,1155,12
232,1160,12
233,1165,12
234,1170,12
235,1175,12
236,1180,12
237,1185,12
238,1190,12
239,1195,12
240,1200,12
241,1205,12
242,1210,12
243,1215,12
244,1220,12
245,1225,12
246,1230,12
247,1235,12
248,1240,12
249,1245,12
250,1250,12
251,1255,12
252,1260,12
253,1265,12
254,1270,12
255,1275,12
256,1280,12
257,1285,12
258,1290,12
259,1295,12
260,1300,12
261,1305,12
262,1310,12
263,1315,12
264,1320,12
265,1325,12
266,1330,12
267,1335,12
268,1340,12
269,1345,12
270,1350,12
271,1355,12
272,1360,12
273,1365,12
274,1370,12
275,1375,12
276,1380,12
277,1385,12
278,1390,12
279,1395,12
280,1400,12
281,1405,12
282,1410,12
283,1415,12
284,1420,12
285,1425,12
286,1430,12
287,1435,12
288,1440,12
289,1445,12
290,1450,12
291,1455,12
292,1460,12
293,1465,12
294,1470,12
295,1475,12
296,1480,12
297,1485,12
298,1490,12
299,1495,12
300,1500,12
301,1505,12
302,1510,12
303,1515,12
304,1520,12
305,1525,12
306,1530,12
307,1535,12
308,1540,12
309,1545,12
310,1550,12
311,1555,12
312,1560,12
313,1565,12
314,1570,12
315,1575,12
316,1580,12
317,1585,12
318,1590,12
319,1595,12
320,1600,12
321,1605,12
322,1610,12
323,1615,12
324,1620,12
325,1625,12
326,1630,12
327,1635,12
328,1640,12
329,1645,12
330,1650,12
331,1655,12
332,1660,12
333,1665,12
334,1670,12
335,1675,12
336,1680,12
337,1685,12
338,1690,12
339,1695,12
340,1700,12
341,1705,12
342,1710,12
343,1715,12
344,1720,12
345,1725,12
346,1730,12
347,1735,12
348,1740,12
349,1745,12
350,1750,12
351,1755,12
352,1760,12
353,1765,12
354,1770,12
355,1775,12
356,1780,12
357,1785,12
358,1790,12
359,1795,12
360,1800,12
361,1805,12
362,1810,12
363,1815,12
364,1820,12
365,1825,12
366,1830,12
367,1835,12
368,1840,12
369,1845,12
370,1850,12
371,1855,12
372,1860,12
373,1865,12
374,1870,12
375,1875,12
376,1880,12
377,1885,12
378,1890,12
379,1895,12
380,1900,12
381,1905,12
382,1910,12
383,1915,12
384,1920,12
385,1925,12
386,1930,12
387,1935,12
388,1940,12
389,1945,12
390,1950,12
391,1955,12
392,1960,12
393,1965,12
394,1970,12
395,1975,12
396,1980,12
397,1985,12
398,1990,12
399,1995,12
400,2000,12
401,2005,12
402,2010,12
403,2015,12
404,2020,12
405,2025,12
406,2030,12
407,2035,12
408,2040,12
409,2045,12
410,2050,12
411,2055,12
412,2060,12
413,2065,12
414,2070,12
415,2075,12
416,2080,12
417,2085,12
418,2090,12
419,2095,12
420,2100,12
421,2105,12
422,2110,12
423,2115,12
424,2120,12
425,2125,12
426,2130,12
427,2135,12
428,2140,12
429,2145,12
430,2150,12
431,2155,12
432,2160,12
433,2165,12
434,2170,12
435,2175,12
436,2180,12
437,2185,12
438,2190,12
439,2195,12
440,2200,12
441,2205,12
442,2210,12
443,2215,12
444,2220,12
445,2225,12
446,2230,12
447,2235,12
448,2240,12
449,2245,12
450,2250,12
451,2255,12
452,2260,12
453,2265,12
454,2270,12
455,2275,12
456,2280,12
457,2285,12
458,2290,12
459,2295,12
460,2300,12
461,2305,12
462,2310,12
463,2315,12
464,2320,12
465,2325,12
466,2330,12
467,2335,12
468,2340,12
469,2345,12
470,2350,12
471,2355,12
472,2360,12
473,2365,12
474,2370,12
475,2375,12
476,2380,12
477,2385,12
478,2390,12
479,2395,12
480,2400,12
481,2405,12
482,2410,12
483,2415,12
484,2420,12
485,2425,12
486,2430,12
487,2435,12
488,2440,12
489,2445,12
490,2450,12
491,2455,12
492,2460,12
493,2465,12
494,2470,12
495,2475,12
496,2480,12
497,2485,12
498,2490,12
499,2495,12
500,2500,12
501,2505,12
502,2510,12
503,2515,12
504,2520,12
505,2525,12
506,2530,12
507,2535,12
508,2540,12
509,2545,12
510,2550,12
511,2555,12
512,2560,12
513,2565,12
514,2570,12
515,2575,12
516,2580,12
517,2585,12
518,2590,12
519,2595,12
520,2600,12
521,2605,12
522,2610,12
523,2615,12
524,2620,12
525,2625,12
526,2630,12
527,2635,12
528,2640,12
529,2645,12
530,2650,12
531,2655,12
532,2660,12
533,2665,12
